,time,accX,accY,accZ,gyrX,gyrY,gyrZ
2800,2031,5428,14468,4228,570,-1116,-451
2801,2034,6140,16160,5740,608,-1242,-445
2802,2038,1984,14776,4560,336,-1374,-274
2803,2041,2128,13804,3540,384,-1521,-449
2804,2044,-6572,15408,4792,707,-7523,-589
2805,2048,6876,12936,3540,544,-4214,-159
2806,2051,5016,12820,3392,592,-2505,-499
2807,2054,3060,12636,3976,389,-2301,-127
2808,2063,4584,14124,4104,84,-1031,46
2809,2066,3504,13400,4160,-22,-1038,204
2810,2071,4620,13768,4408,-19,-1005,173
2811,2074,4984,13852,4208,-57,-787,195
2812,2077,4832,13848,4260,-67,-568,128
2813,2081,4820,13640,4192,-125,-356,88
2814,2084,4896,14068,4324,-146,-201,43
2815,2087,4396,14052,4348,-126,-122,-24
2816,2090,3800,14212,4476,-111,-239,-36
2817,2094,3664,14232,4568,-39,-297,26
2818,2097,3644,14252,4336,4,-349,58
2819,2100,3568,14212,4296,20,-365,105
2820,2103,3488,14172,4316,67,-364,154
2821,2106,3528,14220,4208,82,-359,222
2822,2116,3244,14236,3900,47,-522,407
2823,2119,3284,14224,3964,3,-624,493
2824,2123,3412,14232,3840,-7,-643,555
2825,2126,3536,14296,3808,-41,-737,602
2826,2129,3812,14288,3784,-61,-814,626
2827,2132,3952,14344,3816,-90,-801,651
2828,2136,4196,14240,3816,-138,-781,660
2829,2139,4236,14324,3720,-157,-738,643
2830,2142,4352,14224,3856,-196,-701,625
2831,2145,4440,14252,3852,-242,-635,569
2832,2149,4388,14236,3920,-233,-573,519
2833,2152,4832,14280,3900,-270,-445,469
2834,2156,4948,14260,3936,-274,-257,356
2835,2160,4952,14284,3716,-322,-95,258
2836,2163,4808,14252,3892,-326,67,151
2837,2185,4288,14232,3832,-522,597,112
2838,2189,4064,14304,4080,-497,628,70
2839,2192,4176,14212,4096,-492,657,51
2840,2195,4292,14184,3948,-513,646,4
2841,2199,4184,14284,4100,-480,648,-4
2842,2203,4308,14320,4076,-493,676,-54
2843,2206,4436,14196,3936,-499,747,-75
2844,2209,4500,14208,3984,-487,790,-152
2845,2212,4488,14204,3956,-483,775,-234
2846,2216,4428,14272,3984,-489,755,-280
2847,2219,4332,14256,4200,-500,744,-346
2848,2222,4352,14172,4220,-509,756,-379
2849,2226,4264,14296,4188,-474,720,-461
2850,2229,4372,14204,4036,-479,726,-501
2851,2232,4320,14204,4156,-466,727,-541
2852,2242,4260,14244,4160,-488,798,-667
2853,2246,3956,14256,4220,-444,743,-710
2854,2249,3788,14248,4332,-428,692,-683
2855,2252,3788,14204,4200,-452,604,-670
2856,2255,3696,14284,4068,-432,538,-671
2857,2259,3600,14204,4076,-424,428,-635
2858,2262,3288,14212,4288,-416,250,-568
2859,2265,3324,14312,4132,-398,121,-500
2860,2269,3256,14240,4296,-383,17,-429
2861,2272,3300,14164,4152,-347,-176,-348
2862,2275,3268,14240,4180,-371,-294,-272
2863,2279,3080,14204,4276,-311,-488,-214
2864,2283,3124,14168,4120,-292,-673,-142
2865,2286,2980,14268,4056,-262,-870,-22
